0.0,-1.0,-1.0,-1.0
0.0,-1.0,-1.0,-0.5
0.0,-1.0,-1.0,0.0
0.0,-1.0,-1.0,0.5
0.0,-1.0,-0.5,-1.0
0.0,-1.0,-0.5,-0.5
0.0,-1.0,-0.5,0.0
0.0,-1.0,-0.5,0.5
0.0,-1.0,0.0,-1.0
0.0,-1.0,0.0,-0.5
0.0,-1.0,0.0,0.0
0.0,-1.0,0.0,0.5
0.0,-1.0,0.5,-1.0
0.0,-1.0,0.5,-0.5
0.0,-1.0,0.5,0.0
0.0,-1.0,0.5,0.5
0.0,-0.5,-1.0,-1.0
0.0,-0.5,-1.0,-0.5
0.0,-0.5,-1.0,0.0
0.0,-0.5,-1.0,0.5
0.0,-0.5,-0.5,-1.0
0.0,-0.5,-0.5,-0.5
0.0,-0.5,-0.5,0.0
0.0,-0.5,-0.5,0.5
0.0,-0.5,0.0,-1.0
0.0,-0.5,0.0,-0.5
0.0,-0.5,0.0,0.0
0.0,-0.5,0.0,0.5
0.0,-0.5,0.5,-1.0
0.0,-0.5,0.5,-0.5
0.0,-0.5,0.5,0.0
0.0,-0.5,0.5,0.5
0.002526749757122562,0.0,-1.0,-1.0
0.0044888923292944975,0.0,-1.0,-0.5
0.006118524214091719,0.0,-1.0,0.0
0.005411524992960324,0.0,-1.0,0.5
0.006856922663550469,0.0,-0.5,-1.0
0.0020688797446351977,0.0,-0.5,-0.5
0.0031160849275915737,0.0,-0.5,0.0
0.003179613844177256,0.0,-0.5,0.5
0.004421941261042712,0.0,0.0,-1.0
0.0031221205524802433,0.0,0.0,-0.5
0.003738367941624225,0.0,0.0,0.0
0.0036737836439140344,0.0,0.0,0.5
0.004117541852355371,0.0,0.5,-1.0
0.00621671531223682,0.0,0.5,-0.5
0.006581118462050664,0.0,0.5,0.0
0.006502422360294446,0.0,0.5,0.5
0.2630131864147165,0.5,-1.0,-1.0
0.2667667636629356,0.5,-1.0,-0.5
0.24798054214685433,0.5,-1.0,0.0
0.27301208821569933,0.5,-1.0,0.5
0.26501118843186255,0.5,-0.5,-1.0
0.26801261476905347,0.5,-0.5,-0.5
0.2654717484801571,0.5,-0.5,0.0
0.2683550575653578,0.5,-0.5,0.5
0.2771661765579851,0.5,0.0,-1.0
0.2624309282169214,0.5,0.0,-0.5
0.26965053494315583,0.5,0.0,0.0
0.25466458702485373,0.5,0.0,0.5
0.26532303346131186,0.5,0.5,-1.0
0.2646979541262808,0.5,0.5,-0.5
0.24891146993607075,0.5,0.5,0.0
0.26456381932043554,0.5,0.5,0.5
0.0,-1.0,-1.0,-1.0
0.0,-1.0,-1.0,-0.95
0.0,-1.0,-1.0,-0.8999999999999999
0.0,-1.0,-1.0,-0.8499999999999999
0.0,-1.0,-1.0,-0.7999999999999998
0.0,-1.0,-1.0,-0.7499999999999998
0.0,-1.0,-1.0,-0.6999999999999997
0.0,-1.0,-1.0,-0.6499999999999997
0.0,-1.0,-1.0,-0.5999999999999996
0.0,-1.0,-1.0,-0.5499999999999996
0.0,-1.0,-1.0,-0.49999999999999956
0.0,-1.0,-1.0,-0.4499999999999995
0.0,-1.0,-1.0,-0.39999999999999947
0.0,-1.0,-1.0,-0.3499999999999994
0.0,-1.0,-1.0,-0.2999999999999994
0.0,-1.0,-1.0,-0.24999999999999933
0.0,-1.0,-1.0,-0.1999999999999993
0.0,-1.0,-1.0,-0.14999999999999925
0.0,-1.0,-1.0,-0.0999999999999992
0.0,-1.0,-1.0,-0.049999999999999156
0.0,-1.0,-1.0,8.881784197001252e-16
0.0,-1.0,-1.0,0.05000000000000093
0.0,-1.0,-1.0,0.10000000000000098
0.0,-1.0,-1.0,0.15000000000000102
0.0,-1.0,-1.0,0.20000000000000107
0.0,-1.0,-1.0,0.2500000000000011
0.0,-1.0,-1.0,0.30000000000000115
0.0,-1.0,-1.0,0.3500000000000012
0.0,-1.0,-1.0,0.40000000000000124
0.0,-1.0,-1.0,0.4500000000000013
0.0,-1.0,-1.0,0.5000000000000013
0.0,-1.0,-1.0,0.5500000000000014
0.0,-1.0,-1.0,0.6000000000000014
0.0,-1.0,-1.0,0.6500000000000015
